text,label
@nesline_ben38 @lprsn9 @ines_bdal @usnumero7 M’appel pas coco aussi khenza lokhra et vzy lache l’affaire la lesbienne,homophobia
@nesline_ben38 @lprsn9 @ines_bdal @usnumero7 C est pas cohérent du tout mais comme t est une lesbienne refoulé ça t… https://t.co/Qlj7bLd4rV,homophobia
Bench moi pd de @russwest44 on t’aime pas. Enculé va,homophobia
@us3rlena Nike les pd,homophobia
"@adcsucksz @SarcasticAdc les lacets ""pd"" c'est une façon de faire les lacets : au lieu de juste faire un noeud tu l… https://t.co/HFADxtSXak",homophobia
@loklys @ActuFoot_ Ok super fais au moins l’effort de cacher ton islamophobie gros pd,homophobia
@adcsucksz @SarcasticAdc fais les lacets pd et j'te suce,homophobia
@katakuna___ @mehdiiTsT @yaptenN181 @Aymn_chouks elle est lesbienne,homophobia
Something from Tiffany's....(Amazon) Très très cool ! Beaucoup d'éléments sympa (après allez pas mater le film pour… https://t.co/Zg24stuqfa,none
@saopaoulista @lprsn9 @ines_bdal @usnumero7 PTDRRRR ça se voit t'as pas d'amis le dayouth pour essayer d'amuser la… https://t.co/m66cYVwDGW,none
@ayaaaosd Les pd,homophobia
@lecousdu12 @meteor_pisse Que t sur mes couilles petit pd,homophobia
Soudure à l'argent P.D. (12 baguettes) : 119.90€ #Argent #Soudure #Flux #Baguettes https://t.co/u8NfyFGFkf https://t.co/5i0JBMmaE8,none
Un grand ce PD https://t.co/iBld0s3Vrz,homophobia
"je suis lesbienne et va penser que je la drague"" ""et-ou que je suis trans et elle va me sortir des horreurs terf""..… https://t.co/p2F2SOnwEj",none
@nesline_ben38 @lprsn9 @ines_bdal @usnumero7 Bla bla tu parle bcp la lesbienne,homophobia
@stalknestpasbon J’suis pas lesbienne je cherche un chef,homophobia
@saopaoulista @lprsn9 @ines_bdal @usnumero7 Mais ftb le rapport avec le fait d'être lesbienne ? Des filles jolies n… https://t.co/ylr5wrboS9,homophobia
jdeviens lesbienne c’est décidé,none
@vikvancleef Ça sent le PD,homophobia
@ZetsuNoOwari galochez vous bordel bande de pti pd là,homophobia
l'hibou dit à @HyppoNoe j'aime les pd,homophobia
"ok je le dis ici, jsuis lesbienne mais Panayotis Pascot…",none
Matahachi vrmt aza pd,none
@nesline_ben38 @lprsn9 @ines_bdal @usnumero7 T est pas lesbienne pour juger si une femmes est belle ou pas par الله… https://t.co/FDTjReOgvX,none
@ConnartEva J’ai remarqué que se sont des profils similaires qui ont ce genre d’avis. Lesbienne / non binaire / ext… https://t.co/SKB7U3v3st,none
@imad_bkr31 ouais mais nsm on n’est pas des pd,homophobia
@mrdaminou Oui tu connais ? 🥹. T’es une lesbienne,none
@GabDu77_ @bienwshalors @timote_rbbe @flo437005 C toi le pd lol,homophobia
@museaigrie @cocainerouge T’es lesbienne ?,homophobia
@DENYSE1211 Oui mon président est pédé et autres trucs pas déclaré !!! 🤣😂,homophobia
@alextouk07 le rapport pd ?,homophobia
Askip si un homme pouce la poucette de son enfant c’est un pd🤣🤣,homophobia
HAHAHAHAH s’il pousse la poussette c’est un pd vraiment des imbéciles https://t.co/oRx1E4velR,homophobia
"Traffic accident pd request c3, LA HONDA RD / PESCADERO CREEK RD (12/25/22 12:47:20)",none
@AnthonyStaaaark @Lud1v1n3 Alors tout d'abord c'est pas mon rayon c'est juste un rayon de merde et ensuite c'est pour les pd,homophobia
"Heu, ""dans ma tête"" ? Et moi je voies ses pensées ?! C'est le complot où zerma faut les croirent ?! Satan ? Ah, auf… https://t.co/PTZYI0DF28",homophobia
Un homme qui n’a pas de cash est un pd 😭😭😭😭😭 starfoulah ce que j’entend en Space,homophobia
@noface933 ptdrr elle sont pas lesbienne hein,homophobia
"Il dit ça en mode les lesbienne sont forcément moche, genre c'est une espèce à part de l'être humain mdr, on s'en b… https://t.co/8CUuckgVZO",homophobia
@ssenthuuuu783 nan marre des pd,homophobia
"@LeAife Ahahah trop drole, moi je suis un hélicoptère d'attaque ahaha trop naze les woke 😂😂😂 vraiment il a dit cell… https://t.co/4Xyfba93Yv",homophobia
"?¿?
hétéro pdt genre 2 ans
pan 
(+ ace)
lesbienne. https://t.co/PZII65l19I",none
@Leila__craft Je pense que ça pique de dire qu’on fait le fait de participer au système en sortant avec des mecs pr… https://t.co/G0W9HlrcMY,none
@JBerrac @letheoricien228 ta mère le gros cageot t’as cru que  c’était une bombe  ou quoi c’est pas Noémie Lenoir c… https://t.co/XJfgThmNyK,homophobia
Un sens patriotique hautement élevé. Prière de bien vouloir persévérer sur cet élan SEM PR05 @fatshi13 et La Très d… https://t.co/RDYUksprXJ,none
"@Zairois_243 Me Warrior 
Y’a rien a dire toi même tu sais 
Félicitations lui eko sala eloko te
Correction 
D’ailleu… https://t.co/SVbx753gGZ",none
@YoFrash @ImWiiZaRd Je suis pas pd c’est toi qui dit à tout le monde de sucer et des tap in c’est des twt de merde… https://t.co/ZejKDla7ny,homophobia
@Userraphmp4 Vrm elle a pointé un drapeau lesbien en souriant ça y est elle est lesbienne 😭,none
Vas-y il est trop gênant ce pd,homophobia
@Paul_Ben_ @ImWiiZaRd Jsp c quoi tap-in suce ma bite sale pd,homophobia
"hetero (?)
bi
pan
bi ace
lesbienne ace (?)
aro ace
lesbienne ace https://t.co/f2xylWaFWz",none
@SkyLordPrivate faut être une lesbienne c'est la seule solution hélas /j,none
Parole de laideron lesbienne ou de célibataire ad vitam. https://t.co/1g8vIUBPCt,homophobia
"hétéro 
les filles c’est bien aussi eft
les filles c’est MIEUX mais tjr bi
bi mais avec une minuscule attirance pou… https://t.co/SqQuVMcdPK",none
@eliso_lo Mdrrr j’ai cru que c’était une version live des lesbienne qui joue au carte la 💀,none
@_BeFootball Le vrai PD,homophobia
@maybachbrabus La vidéo te3 squeezie te3 l'imposteur l7a9t les pede sah je pouvais pas fini ça m'a dégoûté bzf bzf… https://t.co/aghXfpHoR7,homophobia
sinon y a un moyen très simple pour pas sortir avec des mecs de merde mais on va me traiter de lesbienne extrémiste… https://t.co/iGcK8D80uJ,homophobia
@C66299158 @Hamla1B @Ardo_Galo @FAMa_DIRPA @F_Traor @Sakilib1Makhoye @BayeAg1 @MyAfricaTradin1 @DiomandeMevaly… https://t.co/gmUhL8Mt71,none
"Nouveau bon plan 🔥 
PD-Party- Ruban de fête, 7033028, multicolord2
7.78€ au lieu de 18.99€ 🤑 
https://t.co/DZs0qDYzOA",none
"@Bouzigouloum_ Type lesbienne 🙏🙏🙏

En vrai type Psy-Ténèbres jdirais ?",none
@tazpIus @jaythereaI Parcontre il veut pas arrêter de ressembler a une lesbienne,homophobia
@YoFrash Arrête de flex pd,homophobia
il a une gueule de lesbienne https://t.co/R5KEF5sG0U,homophobia
moi le mien c une lesbienne qui s'apl na3ima et je l'ai tjs pas rencontré jv séquestrer ma coiffeuse jusqu'à ce qu'… https://t.co/jZZITjIqfr,homophobia
7 buts et 8 PD pour 50 Millions ? Il n’y a que le fait que Cunha soit un bon joueur à la base et qu’il était dans u… https://t.co/rd7CAnqr8x,none
@popsjtm Pas jsp prcq je vais pas être autant oppressée qu’en meuf lesbienne par exemple mais après oui en soi je m… https://t.co/9rPYll8oqz,none
Ptdrrr ton ex ça fait 4 ans tu le connais il te dit que t’es lesbienne et qu’il a jamais côtoyé plus gay vibes ? Ma… https://t.co/Dmaz0fAf4V,homophobia
"Déjà pour écrire un message, c’est une cata… j’arrive pas. Map pede ekri kk c’est n’importe quoi💀 https://t.co/kPtv3lENRe",homophobia
@Rhn75019 @ActuFoot_ Nique ta soeur sale pd de merde,homophobia
"@AlcideH2SO4 @Themislapin ""Papa, maman... Je suis FM !""
- T'es gouine ?",homophobia
@k31251a le reuf est invisible non ? a quoi ça sert d’être trans si c’est pr se saper comme une meuf et être comme… https://t.co/Fx6GfMs9QI,homophobia
@Ace31000690 @_PinochetFanAcc une maghrébine elle t'a recal toi ptit pd,homophobia
"@anthobighoe Omnisexuelle avec préférence pr les femmes sks
Bon je dis bi mtn pcq c plus simple mais jaime pas trop… https://t.co/9vviK5fTri",homophobia
@alibaba59155 @Atroopaaa @arma_sami @jihaneidrisiiIi Va embrasser les souliers de ton pd de roi après retourne aide… https://t.co/Df6GkywO3X,homophobia
"@anthobighoe ou lesbienne??? 🤨🤨
Hm lesbienne j'aime trop les femmes et pas les hommes enft
Non bi lesbienne c restr… https://t.co/Rj1kM5RBO0",none
"@anthobighoe attirée par personne
Jaime les filles je m'en fou des hommes 
Ah mais non enft g un crush sur un gars… https://t.co/f71IKJxAfi",none
Théorie: tu maitrises pas les timings pd https://t.co/QuWYiTmUC3,homophobia
"- hetero
- bi (pendant une semaine) 
- lesbienne
- hetero (lesbienne refoulée + trauma religion) 
- lesbienne (assu… https://t.co/S5nPkbGyhV",none
Bordel fut un temps je remettais tellement ma sexualité en question que je pensais être lesbienne,none
"Joshiroo, 29 ans, libraire spécialisé en jeunesse. Je lis principalement de l'imaginaire jeunesse et adulte. Je sui… https://t.co/hBueth7qh7",none
Envie de mourir quand je vois ce genre de personne y a rien que des pd dans le coms qui veulent sucer sa teub insup… https://t.co/IdIn5X7PpG,homophobia
@dushitcoupe @Courtoisix Le type qui t’a traité de pd et qui s’est fais suspendre son compte,homophobia
@alchi_78 t’est pédé? https://t.co/j2laamd24a,homophobia
@paaranouuul She's just like me attend ca veut dire que je suis PD ?!,homophobia
https://t.co/Fds0HR6gJq enculer les gay des sites et la mouche de sa fait palpapalapalapla ........;;;;et un pd,homophobia
@elbordelicoooo Même salle que femme c un bail elle flash sur une lesbienne elle s’imagine entrain dse fr bouffer nn Saha,homophobia
mdrr la bi attirée par pratiquement aucun homme to lesbienne pipeline je relate https://t.co/fVDH4h2Z2j,homophobia
@MiiSSnono_dz Quelqu un m explique la phrase « gros pd « ??,homophobia
@tigerdanover1 @jsuisinlove C'est bien une réponse pd,homophobia
crédit à ma lesbienne fav @disc0__tits https://t.co/OD7EVLVzWC,none
Je profite du #LGBTQIAXmas pour vous annoncer que mon copain et moi sommes le plus beau couple trans pd et que je l… https://t.co/GTC26eWdtv,none
@oibeckhann n pd trair,homophobia
"Là j'ai une autre pote que j'ai connu à mes 2 ans de mon 2e cap, moi aussi je croyais qu'elle était lesbienne. Ça f… https://t.co/97lfsL6cbl",none
"Mais... encore une fois, je sais pas pourquoi, j'ai encore eu raison !
Je viens d'apprendre après une de mes potes… https://t.co/kJ4Id55sg3",none
Je mets des romances sur Wattpad. En ce moment j'ai une fluff romance lesbienne en attente car j'ai beaucoup de bou… https://t.co/Ciu4M4tCc3,none
@Laguitarre34 @Jugz34 Tqt mon pd on est ensemble ❤️,homophobia
"@bavonjavour Quand ma cousine avait 5 ans, elle avait que des amoureuses. Toute ma famille disait que non n'importe… https://t.co/nduQZdwgH8",none
Mm si c un pd c pg c pas ca le plus important mdrrr mm en dehors du taf la manager mal baise prend le seum psk il v… https://t.co/IgAQaTK80V,homophobia
ma mère a ft une couleur ok la lesbienne,homophobia
"@Leila__craft Bien sûr que j'adore les lesbiennes, je suis lesbienne mdr",none
@palpha_2 @FarmerLeagueOff @Pwitter_League T'es trop le goat jtm l'écoute pas il est pd,homophobia
"@NoelKTshiani Tu es un sorcier, pédé",homophobia
lesbienne de noël ! #LGBTQIAXmas https://t.co/mOiDlSvQ9s,none
"@LGreter @r_guy2 et puis en ldc il a violer ttes les equupes de pl frere, il a + de buts pd que cr7 face au top6 pl",homophobia
@EricArchambaul7 @BrainlessFrogz Les kurdes c est pas des pd comme les français,homophobia
@Leila__craft Comment ca t'es lesbienne ? Je crois pas que tu l'ai déjà mentionné ?,homophobia
j’ai une cousine lesbienne ❤️❤️❤️ bravo les lesbiennes,none
"1. bi mais archi fem pour la validation masculine 
2. cis lesbienne asexuelle
3. pas d’étiquette y a que mon id de… https://t.co/LHRHIPhu1e",none
@mchp94 @ArobaseGiovanny Mais lui il est pd et c’est un meilleur joueur que le tien,homophobia
@arifino__ on dirait une lesbienne,homophobia
"Ici, un exemple d’une mise de 25€ pour un total de 55 environ 🅿️
Pas obligé de suivre au pied de la lettre comme le… https://t.co/pgtYkFlHMP",none
@mchp94 @ArobaseGiovanny Parlons de ton joueur préféré ? Il est pd et en plus il n’est même pas le meilleur🤣🤣 https://t.co/OAXTEKbXFl,homophobia
Les mecs qui tartinent en interfile vs allez voir c quoi un retro bande de pti pd,homophobia
@rebeccahben Oh Tgl la lesbienne,homophobia
@Vulc41nOM @44silverstone @lnstantFoot Il t’a pas dis à toi que t’étais un pédé,homophobia
"Bien sur que j’adore les relations lesbiennes, je suis lesbienne mdr",none
"@stxllaride_ j’ai eu des périodes déni, je le précise pas mais à mon era lesbienne  y’a eu un moment où je voulais… https://t.co/y3siKytn5n",none
"@lafemmemaskey @CancellerBot Après ça dépend c'est Quoi une femme moche hein, pour moi c'est quelqu'un de vilain do… https://t.co/q1BRdvg2fi",none
@lnstantFoot Un look de lesbienne,none
"CR7 2017              Messi 2022
63 matchs            55 matchs 
54 buts                 37 buts 
13 PD… https://t.co/HJhVLkMzWy",none
le fait que c des cismen qui m’ont fait douter d’être lesbienne i can’t,none
"her
bi 
pan
lesbienne
pan
bi
lesbienne &lt;3 https://t.co/3OFJGktltu",none
Ptdr je débarque y a un semi pd qui se trompe un demi trans avec un boudin et ça fait un buzz. Sérieux arrêtez twit… https://t.co/Ammvu0vxxi,homophobia
"@philippeherlin @LaCroix Et dans leur papier cul nommé Talmud (lisez le), Jésus est considérez comme un FDP (excuse… https://t.co/NhlcLrbHz2",homophobia
@Beluga_finito @Hamz4goodenough ne fais pas de taper t’es pas un pd ptn,homophobia
@Farrhell_ gros pédé,homophobia
@Jean_Poldeux @GustavKovacs Y'a des merdes partout vous savez. Mettre les personnes LGBT dans le tas juste parce qu… https://t.co/HhdvZDTfwL,none
Bi ——&gt; lesbienne https://t.co/uWV2RunU4p,none
@BarackObama Le Grand PD des franc-maçons maudia,homophobia
@BeaulieuBap Mais grave. Mon frère et ma belle sœur sont musulmans. Moi je suis lesbienne en couple. Hier soir on a… https://t.co/yiMtYptFX1,none
"@Zwi_Zwi_Zwi @chuicooloe Tout le contraire c'est de ma faute si je sais rien de vous, j'suis + la tante lesbienne q… https://t.co/IHrWz7j827",none
@miseaupoint2 @coryleguen @GMoquette La nuance c'est vraiment un problème en France .Vous avez du mal à concevoir l… https://t.co/gHIomEQWu4,none
@akujikiboo Après tu vas faire la choquee qd les gens disent que t lesbienne ☠️☠️,homophobia
@OuaisWass @imBadzey J’ai rien contre les pd tous mes potes son pd,homophobia
@ilan_merhaba C’est marrant je vois pas où c’est écrit de raconter sa vie pd,homophobia
@htagmalaury @Youridefou Vous nous faites chier les pd et rester discret merci,homophobia
@tchingnael tu fais partie des cousins racistes ou des pd ?,homophobia
La puissance de Cleo si elle était lesbienne,none
disclaimer : #pede,none
"@NoirZoro @Enthoven_R A vos ordres mon général !
Après tout, un vieux pédé comme moi n’a que le devoir de se taire … 😔",homophobia
@AttorneyFarukon lesbienne https://t.co/aBH8fTYMvC,none
bi -&gt; lesbienne -&gt; manwhore (bi) https://t.co/Wc9PdWYnTO,none
@NotamiaOce Jsuis lesbienne mais oui boulot,none
"🇫🇷 La publicité sociale en France

""Oui, ma petite-fille est transgenre"", ""Oui, ma voisine est lesbienne"". https://t.co/WMNYR9JDrT",homophobia
Juste pour pas dire qu’elle a sa lesbienne la crème à cracher sur Emily en pleine église typiquement……,none
@Caramby Judy en mec et tout aussi pd,homophobia
"hétéro !!!!! 
16 ans : les filles ??? 
jusqu'à 18 : non hétéro !!! (giga déni)
19 : omg les filles en fait ?? 
20/2… https://t.co/S6cdkROHaB",none
@_BeFootball Hahahhahahaha foutu PD tu nous surprendras toujours !,homophobia
@solsenois moi on se dit il est pd lol,homophobia
Timothée au début j’ai cru c’était une lesbienne hein,none
@RedTheBot_ @Camavingoat93 @Astro_Pessi Ferme ta geule ta pas de mains pd va,homophobia
"@xaxness Lesbienne chrétienne et messe de Noël pour nous , on se sent à notre place 🙌🏼",none
"@FredGaulois @BlemontD C'est quoi un pd expérimental ?
Un homo non assumé 🤣🤣🤣🤣?",homophobia
@SteveMa69136775 @manic_dreamer45 Nazi sympathizer,none
j’viens de capter un pote que j’me suis faite hier il m’a avouer lui aussi qu’il voulait grave gérer ma crush d’hie… https://t.co/aUVCR5LGsH,homophobia
"Voici - ""Je m'en tamponne !"" : Emmanuel Macron cash après son échange avec Kylian Mbappé après France Argentine… https://t.co/O1LbZoTiPd",homophobia
Mais ça les tuerai de dire le mot lesbienne dans cette série ???,none
@meraaakii Juste qu'ils sont passé de vrais hommes à tafioles qui sucent les PD,homophobia
"1. hetero mais pr moi c'est normal d'être attiré par les femmes (spoiler : non)
2. bi mais ca date que des hommes… https://t.co/v5OfuXQYV5",none
@Daychella99 era gouine e voyeur,homophobia
J'vais vrmt devenir pd moi https://t.co/ekbD4GmMg9,homophobia
J’ai 4 dmd de msg C’est Que des pd Jv coller,homophobia
@riczerkitoko @nonamebrooow logique pd,homophobia
@Azze___ @Elies13700 C'est un pd,homophobia
"ace sapphic (lesbienne ???)
bi ??
lesbienne 
bi ????
unlabelled 
JAIME TROP LES FEMMES ESQ JSUIS LESBIENNE PYTAIN ?… https://t.co/FKymSDVKk5",none
mon type de femme mes vies si je devais devenir lesbienne https://t.co/7qrAENFP7P,none
@Tweapss @Miiiikou pas un réseau de pd ça,homophobia
